mission_id,time_1,time_2,time_3,time_4,time_5,time_6,time_7,real_x_1,real_x_2,real_x_3,real_x_4,real_x_5,real_x_6,real_x_7,real_y_1,real_y_2,real_y_3,real_y_4,real_y_5,real_y_6,real_y_7,real_z_1,real_z_2,real_z_3,real_z_4,real_z_5,real_z_6,real_z_7,vx_1,vx_2,vx_3,vx_4,vx_5,vx_6,vx_7,vy_1,vy_2,vy_3,vy_4,vy_5,vy_6,vy_7,vz_1,vz_2,vz_3,vz_4,vz_5,vz_6,vz_7,ax_1,ax_2,ax_3,ax_4,ax_5,ax_6,ax_7,ay_1,ay_2,ay_3,ay_4,ay_5,ay_6,ay_7,az_1,az_2,az_3,az_4,az_5,az_6,az_7,roll_1,roll_2,roll_3,roll_4,roll_5,roll_6,roll_7,pitch_1,pitch_2,pitch_3,pitch_4,pitch_5,pitch_6,pitch_7,yaw_1,yaw_2,yaw_3,yaw_4,yaw_5,yaw_6,yaw_7,wind_x_1,wind_x_2,wind_x_3,wind_x_4,wind_x_5,wind_x_6,wind_x_7,wind_y_1,wind_y_2,wind_y_3,wind_y_4,wind_y_5,wind_y_6,wind_y_7,wind_z_1,wind_z_2,wind_z_3,wind_z_4,wind_z_5,wind_z_6,wind_z_7,erreur_m_1,erreur_m_2,erreur_m_3,erreur_m_4,erreur_m_5,erreur_m_6,erreur_m_7,velocity_1,velocity_2,velocity_3,velocity_4,velocity_5,velocity_6,velocity_7,rain_1,rain_2,rain_3,rain_4,rain_5,rain_6,rain_7,fog_1,fog_2,fog_3,fog_4,fog_5,fog_6,fog_7,snow_1,snow_2,snow_3,snow_4,snow_5,snow_6,snow_7,is_attack
142.0,1747266718.6122203,1747266721.1621492,1747266722.9296074,1747266725.500891,1747266728.0936074,1747266730.643338,1747266733.257548,14.097718238830566,16.201557159423828,18.13459205627441,20.207178115844727,22.137487411499023,24.20419692993164,26.12600898742676,-1.8295776844024656,-3.226151466369629,-1.84065854549408,-3.260345458984375,-1.803447723388672,-3.236560106277466,-1.8055381774902344,-4.972908020019531,-4.965614318847656,-4.978004455566406,-4.971527099609375,-4.974494934082031,-4.96612548828125,-4.978057861328125,0.3742357194423675,0.3894442319869995,0.3796123266220093,0.3357676267623901,0.3627219796180725,0.3708233833312988,0.3574509024620056,0.7661595344543457,-0.8544660806655884,0.8264676928520203,-0.866999626159668,0.8225841522216797,-0.8935842514038086,0.8286448121070862,0.0019416433060541,-0.0647370964288711,0.0070807561278343,-0.0620783604681491,0.009041778743267,-0.0658475533127784,0.0052179466001689,-0.0379105731844902,-0.0923870429396629,-0.0539608597755432,-0.069421961903572,-0.0880220234394073,-0.0829806327819824,-0.0890574157238006,-0.0503006093204021,-0.0500103160738945,0.0245094690471887,0.0498868227005004,-0.0314345583319664,-0.0771670937538147,0.0536117479205131,-10.07188892364502,-9.958142280578612,-9.904619216918944,-9.943535804748535,-9.98168659210205,-9.9043607711792,-10.08559799194336,-0.1401516342379087,-0.0304540867069889,-0.1488404863068975,-0.0209610438565205,-0.1516827953253805,-0.025854368158675,-0.1521834851058841,0.0723240335954751,-0.1920957006874535,0.0740505359122381,-0.1964555083101517,0.077328801118006,-0.1984527162994989,0.0753512203198201,-2.6664670346365056,-2.683201659674308,-2.658368006110908,-2.675011954995915,-2.6585395177645057,-2.671392284583165,-2.649750432978001,2.9866746472969004,3.0215682919829274,3.471958754204078,2.504928466742026,3.083554604808056,3.345168988228173,2.841614520418485,2.108870887703965,2.266264031252083,1.7411365223161082,1.920534556273065,2.4908247114703186,2.3329290827346463,1.678357180665717,0.5111360296635027,0.5092835436934519,0.4140076894446358,0.4838660062024025,0.4876189551689223,0.4315693746885636,0.4180179398018968,0.2922915300493679,0.3048805492720821,0.2963068599488912,0.3339359755333502,0.3312310345577708,0.314331914732973,0.3244524651583433,5.02,5.02,5.02,5.02,5.02,5.02,5.02,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.052,0.052,0.052,0.052,0.052,0.052,0.052,1.0
142.0,1747266735.811184,1747266738.4091113,1747266740.983821,1747266743.5774338,1747266746.1518807,1747266748.7489,1747266751.322551,28.20348358154297,30.114473342895508,32.22625732421875,34.11960220336914,36.219051361083984,38.12485885620117,40.20981597900391,-3.235626459121704,-1.8535336256027224,-3.2923743724823,-1.8440465927124023,-3.297060251235962,-1.8045092821121216,-3.2771146297454834,-4.965888977050781,-4.971672058105469,-4.969139099121094,-4.982460021972656,-4.966636657714844,-4.9855499267578125,-4.970344543457031,0.3838835060596466,0.350852370262146,0.3464640080928802,0.3745224475860595,0.3336110413074493,0.3449433147907257,0.3625163733959198,-0.8979320526123047,0.8724873661994934,-0.8575623631477356,0.8790943026542664,-0.8626108169555664,0.8381170034408569,-0.8603665232658386,-0.0665654614567756,0.0090311495587229,-0.0688239410519599,0.0198491234332323,-0.0688595697283744,0.014254692941904,-0.0655465275049209,-0.1332070082426071,-0.0311275105923414,-0.1420270949602127,-0.0264649726450443,-0.0792928338050842,-0.0853922069072723,-0.1508986353874206,-0.0208798553794622,0.0505486354231834,-0.0260664299130439,0.003767074085772,0.0127710048109292,0.0056087942793965,-0.053435206413269,-9.937952995300291,-9.970954895019531,-10.09864902496338,-10.011460304260254,-9.961073875427246,-9.945741653442385,-10.04205322265625,-0.0251971252277952,-0.1484867400661736,-0.0226463479487585,-0.153796322925807,-0.0189895364940763,-0.1508073297319642,-0.021121661792191,-0.2003604037127142,0.076995896960374,-0.2022929865651507,0.0770601109762304,-0.2026296373340271,0.0764622442062169,-0.2018819163504023,-2.665814868692065,-2.652042143192036,-2.6637283063887804,-2.642678409287618,-2.6578887475856865,-2.6443482176793123,-2.6560326112533965,3.193157182947081,3.2424427105431355,2.7594447341261725,3.452570647396921,2.951114280868348,3.010171075721503,2.9533307110684275,2.3633902059254086,1.9903196040874924,2.3464129563309584,2.3783771089061747,2.13022441798707,2.0279984736128,2.4831502216754067,0.4406703041515188,0.5909067564210876,0.5104116234056243,0.4771778811605336,0.590530830133787,0.5339510119434058,0.4096753145897977,0.313191567706457,0.2765819204201888,0.3709818670098376,0.2864266887900622,0.3705960122094616,0.32453484160252,0.3488476876333221,5.02,5.02,5.02,5.02,5.02,5.02,5.02,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.052,0.052,0.052,0.052,0.052,0.052,0.052,1.0
143.0,1747266987.7082677,1747266992.7019205,1747266995.346721,1747266996.130388,1747266998.4499457,1747267000.7416835,1747267002.7984016,-1.0232638120651243,1.0875171422958374,5.016835689544678,6.355415344238281,7.783707141876221,10.070785522460938,12.045467376708984,-3.68408727645874,-3.812434196472168,-2.929755210876465,-3.070826768875122,-2.400974988937378,-1.9511399269104004,-1.776310920715332,-5.033615112304688,-4.9535980224609375,-4.964759826660156,-4.965644836425781,-5.017593383789063,-5.009300231933594,-5.001426696777344,-1.2119184732437134,-0.8912031054496765,1.3213313817977903,0.7208725214004517,0.4721578359603882,0.7923562526702881,0.6451936364173889,0.3810049891471863,0.4122401773929596,-0.2457503527402877,-0.0530832670629024,0.3368160724639892,-0.0736399292945861,0.2850316762924194,0.0870728716254234,-0.1224145367741584,-0.0185960996896028,-0.0569236911833286,0.0119764693081378,0.0161850042641162,-0.0012319082161411,-0.1632872074842453,-0.1362765282392501,0.0246424153447151,-0.0501232743263244,-0.0374121703207492,-0.1128010749816894,-0.0272730737924575,-0.0624798536300659,0.0022311692591756,-0.0063036475330591,0.0491885878145694,-0.0040303450077772,-0.0022259270772337,-0.0416306592524051,-10.631665229797363,-10.127206802368164,-10.415312767028809,-9.91730785369873,-9.792893409729004,-9.921998023986816,-9.78728199005127,0.275988738858119,0.2260513430037942,-0.2841741307424913,-0.1238925933070232,-0.0601841519863821,-0.1130553505834944,-0.0918466957061337,0.3434927716218972,0.1514015834720492,-0.1603512856209634,-0.1400431692960122,0.0052365939719402,-0.0777160837686262,-0.061410856807745,-2.554369253205385,-2.584863494416956,-2.583638457099171,-2.596302121112298,-2.5995599789411856,-2.6092547404004742,-2.61128439035557,2.88337987463159,3.2271092005085733,2.558231926042545,3.264010683310382,3.294520152116084,2.739846900758535,3.25626376592853,2.054132076996366,2.101859934553239,1.7377752005283646,1.5802271307283011,2.079627638874803,2.243638238462736,2.207181129106244,0.422555598445125,0.4551025897788329,0.4258443788853059,0.5758605045707932,0.5250792806883426,0.4292610893768002,0.4073683070219514,1.0714474572990331,0.9380332600469272,1.0527245296834526,0.448160108581259,0.2170093966443171,0.0865123762614782,0.1820847565612758,6.7,6.7,6.7,6.7,6.7,6.7,6.7,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.152,0.152,0.152,0.152,0.152,0.152,0.152,1.0
143.0,1747267004.9448297,1747267006.2030308,1747267008.3179443,1747267010.305383,1747267012.4849155,1747267014.5886834,1747267016.7595496,13.9856595993042,16.018346786499023,18.017276763916016,19.94451141357422,21.98166847229004,23.930456161499023,25.97557640075684,-1.076618790626526,-0.8575670719146729,-0.4007568061351776,0.0450721196830272,0.3543654978275299,0.8090507984161377,1.1967928409576416,-4.998329162597656,-5.003997802734375,-5.000892639160156,-5.001655578613281,-5.0068359375,-5.007614135742188,-4.998214721679688,0.7709538340568542,0.7190285325050354,0.6916497945785522,0.6186814904212952,0.6171678900718689,0.6119727492332458,0.5862003564834595,0.1043996438384056,0.0975131466984748,0.1968880444765091,0.0699850693345069,0.126025304198265,0.1290151327848434,0.0867511481046676,-0.0029372537974268,-0.0007821390754543,0.0028436882421374,0.0139538655057549,0.0102306986227631,0.0126789342612028,0.0070961327292025,-0.0329747982323169,-0.0588148832321167,-0.0159854236990213,-0.0204039365053176,-0.0201731789857149,-0.0029362812638282,-0.0724218636751174,0.0191883500665426,-0.0232667364180088,-0.0309436116367578,0.0389781072735786,-0.052420224994421,-0.0557677298784256,-0.0066701732575893,-9.83260726928711,-9.809152603149414,-9.84836769104004,-9.7611083984375,-9.76937484741211,-9.861387252807615,-9.77243995666504,-0.1121090632458079,-0.0973350498887737,-0.1046626454988512,-0.0965684692794805,-0.0915581647351389,-0.0926132462694604,-0.0918342076129424,-0.0396120371697981,-0.0668977843838939,-0.0483353476614405,-0.0474218546558573,-0.0552911331408105,-0.0448827109440174,-0.0519171513155814,-2.615477458077057,-2.618519057545887,-2.6220992655151334,-2.623178209676895,-2.6255497968363946,-2.628273094307969,-2.6311775697449025,2.9708845366704137,3.242879917915204,2.720792156498672,3.488923988668513,2.69584259363372,2.812116909287278,2.5188849532118134,1.901486820990378,2.2930868864278904,2.1033723454937334,2.321101460411285,1.7717442684813562,1.6184749728321313,1.928992912610994,0.4555679711283305,0.4729782833602079,0.5643652296479873,0.5489641686649422,0.4963858047575296,0.4216090767229118,0.4165580205518736,0.1242230317461395,0.0605520831216628,0.0173163544548564,0.0715067838515852,0.0496516136516639,0.0705424516764191,0.0246978802287694,6.7,6.7,6.7,6.7,6.7,6.7,6.7,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.152,0.152,0.152,0.152,0.152,0.152,0.152,1.0
143.0,1747267018.8847628,1747267021.0107596,1747267023.1376567,1747267025.264024,1747267027.39264,1747267029.5590346,1747267031.6742313,27.96421241760254,29.96663856506348,31.96735382080078,33.97175598144531,35.969482421875,37.97765350341797,39.9582405090332,1.5879958868026731,2.004073143005371,2.3843917846679688,2.803377151489258,3.198666572570801,3.584179639816284,4.008769989013672,-4.996665954589844,-4.997917175292969,-5.001350402832031,-5.0002288818359375,-4.995819091796875,-5.001823425292969,-4.99969482421875,0.5997284650802612,0.600888192653656,0.5981107354164124,0.5999454259872437,0.5958546996116638,0.5755023956298828,0.6187995076179504,0.1226563602685928,0.107126384973526,0.1168775781989097,0.1167793869972229,0.0997753515839576,0.1147298291325569,0.1142167076468467,0.0042311893776059,0.0170581489801406,0.0106494128704071,0.0131404977291822,0.0126795507967472,0.0071975644677877,0.0120000662282109,-0.0776015371084213,-0.0135556422173976,-0.0488992445170879,-0.0536496043205261,-0.0836001560091972,-0.0357115492224693,-0.0249980650842189,-0.0317513942718505,0.0089889429509639,-0.0700464248657226,0.0216763131320476,0.0268929824233055,0.0559768304228782,0.1153105124831199,-9.80014419555664,-9.858624458312988,-9.839428901672363,-9.883041381835938,-9.854724884033203,-9.925951957702637,-9.947395324707031,-0.092310957295184,-0.0941688498299608,-0.0932093274798821,-0.0957328599199635,-0.0942321662737755,-0.0919432693060175,-0.0969208661640809,-0.0493757662172508,-0.0478722376996548,-0.0494394187425113,-0.0476913440240481,-0.0497700605513813,-0.0493439510888089,-0.0461171397455999,-2.6340568783595004,-2.6372613770324325,-2.6400425870045696,-2.642897896019248,-2.6463338508516627,-2.649492052730566,-2.652606428649632,2.683748414884525,3.0926393378343144,3.084294403346198,3.0847992447262427,3.43022268058642,2.510779372279532,3.4205491089242424,2.3740292327027084,2.305172729332436,1.580180897998948,2.3143903179909247,1.5443567460010086,1.6154603748757284,1.9711039787393765,0.441031379181073,0.557606579815183,0.4634429672372203,0.4970681208242305,0.5327916232813099,0.4482160401486043,0.4528911407012662,0.0378941373606295,0.0336736394487782,0.0362106750830097,0.0284461266817427,0.0308314870988633,0.0274403823885937,0.0426715470233197,6.7,6.7,6.7,6.7,6.7,6.7,6.7,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.15,0.15,0.15,0.15,0.15,0.15,0.15,0.152,0.152,0.152,0.152,0.152,0.152,0.152,1.0
144.0,1747299068.541193,1747299070.9415667,1747299073.4644768,1747299075.991046,1747299078.3252373,1747299080.736341,1747299083.089443,0.0798129588365554,2.471569061279297,3.960025310516357,6.303226947784424,8.164719581604004,10.21008014678955,12.17416763305664,-2.294012546539306,-0.2408977895975113,-2.485861301422119,0.0535610802471637,-2.724916934967041,0.2018623054027557,-2.774549961090088,-5.007133483886719,-4.8624420166015625,-4.952110290527344,-4.970916748046875,-4.957771301269531,-4.974647521972656,-4.9517822265625,-0.145656406879425,0.6601252555847168,0.1981235444545745,0.4917462468147278,0.2496403157711029,0.411824494600296,0.3206745684146881,-0.6149131059646606,0.8813741207122803,-0.9844464063644408,0.954379141330719,-1.0154834985733032,0.9996730089187622,-1.0583842992782593,-0.2286946177482605,-0.0256330277770757,-0.1024950072169303,0.0268236063420772,-0.0679923519492149,0.005151969846338,-0.0732306912541389,-0.0313352197408676,-0.0838392823934555,0.0170354768633842,-0.0105207711458206,-0.0789264217019081,-0.080340638756752,-0.058557391166687,-0.014706777408719,0.0307651758193969,-0.1216399297118187,-0.0081158839166164,-0.0508011206984519,-0.1168889924883842,-0.0312013626098632,-9.089582443237305,-10.223281860351562,-9.962206840515137,-10.182103157043455,-10.109963417053224,-10.192646980285645,-10.18544864654541,0.0410254818764511,-0.1477329360610597,0.0021911459805115,-0.1040923685623227,-0.041328855401017,-0.0820614636389794,-0.0490546442986159,-0.1278941080319168,0.1628626741438713,-0.1951927652203751,0.2293468397466328,-0.2351161196930627,0.2587067872120819,-0.2534285208661667,-3.1117862697966108,-3.078988945129698,-3.1300109951871025,-3.101020719241897,-3.129485275598755,-3.1029230536202244,-3.115818888638571,2.8142089979527585,2.980330285112271,3.320529410029774,2.6742188984561643,3.498982131592764,3.18571528682844,2.7004272173438384,1.715055430145238,1.730446950611781,2.423554179985915,2.1738143350665142,1.7565375427903371,1.774542140298872,2.0064491406506386,0.51111431537463,0.4640236279187236,0.4209618000145164,0.5556730770490033,0.5758522663088775,0.4368545305910929,0.5194387707995015,0.3047365624816551,0.5919149758208059,0.4898495731265715,0.6950187954980338,0.7445940949015618,0.801447424993155,0.7953533556253343,4.67,4.67,4.67,4.67,4.67,4.67,4.67,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,1.0
144.0,1747299085.4618683,1747299087.8164349,1747299090.2086844,1747299092.5634255,1747299096.7703972,1747299099.1238365,1747299101.5117884,14.221369743347168,16.228988647460938,18.144102096557617,20.255842208862305,22.11812973022461,24.267547607421875,26.1789608001709,0.2333666831254959,-2.8412106037139893,0.2592413425445556,-2.778752565383911,0.2425441592931747,-2.765788078308105,0.2240067720413208,-4.96209716796875,-4.9542999267578125,-4.973884582519531,-4.951240539550781,-4.965606689453125,-4.94873046875,-4.974822998046875,0.3640593588352203,0.4670002162456512,0.2699724733829498,0.3797081708908081,0.348089337348938,0.3329232037067413,0.3117022514343261,1.0426591634750366,-1.1665096282958984,1.1269227266311646,-1.156724452972412,1.1167141199111938,-1.1454795598983765,1.1014714241027832,0.0161991380155086,-0.0826272666454315,-0.0025821460876613,-0.064273402094841,0.0022493277210742,-0.0832776352763176,-0.005339799914509,0.0341522023081779,-0.072869136929512,-0.0222697257995605,-0.0666689798235893,-0.105980210006237,-0.0312213636934757,-0.0656730085611343,-0.0931349322199821,-0.0638248100876808,0.0194910522550344,0.0052884146571159,0.0191677622497081,-0.0578744001686573,-0.0357675552368164,-10.26446533203125,-10.272500038146973,-10.260698318481444,-10.207612991333008,-10.218524932861328,-10.261646270751951,-10.248628616333008,-0.081287819267563,-0.0794844472599917,-0.0495904939718396,-0.0811387623099823,-0.059627227764027,-0.0783038120250241,-0.0684301270832692,0.269138090445849,-0.2703771648514302,0.2874859562372963,-0.2618470721236683,0.2839566501721776,-0.2572993969987581,0.27836018497344,-3.104118961834772,-3.1329707198907526,-3.1335228978389367,3.140704004018512,-3.1178461531793737,-3.1328450716559426,-3.125477460091215,3.4517953273774933,3.3811788993207523,2.5616556113079083,2.6966281205302995,2.8380651387083327,3.28848705200019,3.3298582265005088,2.47314205789666,1.7737985888748835,2.240971903309592,1.8328426470007293,2.342196994297346,2.182274320629055,1.9628932572815625,0.5993388096218784,0.4679981668833777,0.4647061958029921,0.4170037036396478,0.4967756146462666,0.5959703887071935,0.4313538026659718,0.8352733399166931,0.873017512516894,0.8432023871060492,0.8211505823604248,0.8229391909995913,0.8127986638464568,0.8154314752557786,4.67,4.67,4.67,4.67,4.67,4.67,4.67,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,1.0
144.0,1747299103.8647747,1747299106.2564197,1747299108.631239,1747299111.0246863,1747299113.3758488,1747299115.75062,1747299118.1407688,28.18744468688965,30.287052154541016,32.11909866333008,34.2691764831543,36.13615417480469,38.284217834472656,40.14690780639648,-2.7757256031036377,0.3439796864986419,-2.8332502841949463,0.267163872718811,-2.7962851524353027,0.2916021049022674,-2.842849016189575,-4.9527130126953125,-4.968475341796875,-4.961883544921875,-4.96539306640625,-4.958732604980469,-4.967529296875,-4.961959838867188,0.3601159751415252,0.3739806413650512,0.3011425137519836,0.3354341685771942,0.3444760143756866,0.4606808423995971,0.224247008562088,-1.1263641119003296,1.0831775665283203,-1.134871006011963,1.0858880281448364,-1.1348236799240112,1.1917788982391355,-1.1425411701202393,-0.0670903176069259,-0.0049383854493498,-0.0721623450517654,0.0059541324153542,-0.065351627767086,-0.0190435964614152,-0.0774456933140754,0.0141176134347915,-0.0619867891073226,-0.0479399487376213,-0.0619658417999744,-0.0296784937381744,0.0120755769312381,-0.008544847369194,-0.0827486291527748,0.0938792675733566,-0.1148949116468429,-0.043788556009531,0.0139233618974685,0.0504613183438777,-0.1074763238430023,-10.186442375183104,-10.223014831542969,-10.126784324645996,-10.240110397338867,-10.126757621765137,-10.292987823486328,-10.127650260925291,-0.0698304566247192,-0.0991839844853769,-0.0455610938283324,-0.0966104867563279,-0.0552191722286982,-0.1174738792853744,-0.0330016881792392,-0.2569099804603246,0.289838493809856,-0.2679334921096823,0.2824353411387105,-0.262395924244738,0.293083505938022,-0.2699371176385841,-3.131283193054902,-3.112544204863368,-3.109658863926976,-3.102189916354563,-3.1059204551508497,-3.083362722154423,-3.073540076522196,3.0796841241377733,3.09878441660504,2.658525159152743,3.048184368990926,3.1797108728955985,2.932053459534574,2.5094501443469266,1.964708055930488,2.279109154914216,1.9315967784443064,2.1705911646911,2.007948704731119,2.124396763279304,2.4266660681487977,0.4995088426681773,0.4386967424064767,0.5045317715184274,0.5839362017395597,0.4232933860257736,0.4355311717389895,0.4122806279914675,0.7994509247740067,0.95960795768014,0.8425813859003134,0.8811451392650305,0.8088949259312712,0.9089378980029652,0.8564014371373813,4.67,4.67,4.67,4.67,4.67,4.67,4.67,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0.018,0.018,0.018,0.018,0.018,0.018,1.0
145.0,1747299138.3722153,1747299140.708669,1747299143.107142,1747299145.4869895,1747299147.78217,1747299150.0179214,1747299152.0242844,0.4161247014999389,2.105940341949463,3.912059545516968,6.346023082733154,7.926008701324463,10.236572265625,11.975017547607422,4.9701337814331055,3.4162819385528564,4.13168478012085,4.09002685546875,3.8274312019348153,4.243391990661621,3.7503604888916016,-2.9604721069335938,-2.87542724609375,-2.7881393432617188,-2.6870574951171875,-2.604942321777344,-2.4959259033203125,-2.406982421875,-0.3538056910037994,0.6488533020019531,0.3306626081466675,0.4462617337703705,0.2917142510414123,0.5407940745353699,0.529649555683136,0.8619472980499268,-0.5810146927833557,0.6302425861358643,-0.5211802124977112,0.4040684998035431,-0.2999029755592346,0.1605289131402969,-0.0954353734850883,0.0054449341259896,0.0050503490492701,0.0114941839128732,0.0143273239955306,0.0267157182097435,0.0191831663250923,-0.102480374276638,-0.1167874112725257,-0.0535404756665229,-0.104369968175888,-0.1112315207719802,-0.0733595862984657,-0.0213861018419265,-0.0202362444251775,0.0432547405362129,-0.0568215623497962,-0.0120508559048175,-0.0639752298593521,0.0101321637630462,-0.0251336824148893,-9.926300048828123,-10.058116912841797,-9.962005615234377,-9.988181114196776,-9.907596588134766,-9.85918140411377,-9.87885570526123,-0.0646045222592982,-0.0960546504721956,-0.0473907547256642,-0.1192387464174365,-0.0376360971401293,-0.1181672379554372,-0.0666125883230287,0.2854529133223659,-0.1659399770062574,0.104979886495482,-0.0546560731509483,0.0220649171659499,-0.0028236794006946,-0.0248089029584848,-3.0440481514367748,-3.053392745177754,-3.036577081007444,-3.030029401277251,-3.0197085646740787,-3.0163828016244194,-3.0133415514958184,3.1823779275693207,3.3390631232661363,3.495879978887086,3.2041144795015253,2.688101469003314,3.49976558748887,2.5189238128957987,1.522037020987686,1.6012401908901888,1.6227215256602745,2.11975053163817,1.5974288386125326,1.6558912805955246,2.4528368176372006,0.5511039625795998,0.482375160451099,0.5523774141903212,0.5671843850498635,0.583625269940742,0.4856203150249412,0.5803919049894577,1.0563530543366546,0.5937625380120554,0.1587925691851545,0.3577769094315453,0.187827391213066,0.3394446880493604,0.2509835903983129,8.91,8.91,8.91,8.91,8.91,8.91,8.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.109,0.109,0.109,0.109,0.109,0.109,0.109,1.0
145.0,1747299154.068449,1747299156.0299642,1747299158.067945,1747299160.0847356,1747299162.128772,1747299167.382808,1747299169.6756155,14.01307487487793,15.975160598754885,17.98920440673828,20.00064468383789,21.955188751220703,24.362892150878903,26.00217628479004,4.185327529907227,3.945205211639404,3.9835124015808105,4.0645952224731445,3.958475112915039,4.044835567474365,4.040307998657227,-2.296630859375,-2.2082748413085938,-2.107093811035156,-2.0076217651367188,-1.9081573486328125,-1.6584396362304688,-1.6568756103515625,0.5764417052268982,0.5590168833732605,0.55009925365448,0.5598896741867065,0.5815844535827637,0.0915036648511886,0.6344205737113953,-0.0250425655394792,-0.0731705427169799,0.0948915630578994,-0.0690198242664337,0.0208833795040845,-0.0075969179160892,-0.0058583137579262,0.0267979502677917,0.0292578022927045,0.0312168337404727,0.0317260175943374,0.0317078232765197,0.5496493577957153,-0.0870093032717704,0.0806956812739372,-0.1032252609729766,-0.0296497642993927,-0.0996678844094276,-0.0602076910436153,-0.1011715978384018,-0.0750400945544242,0.0456994101405143,-0.0007082410156726,0.0167068988084793,0.0126630943268537,0.0076369699090719,0.024557951837778,0.0063234027475118,-9.974129676818848,-9.858534812927246,-9.90738582611084,-9.870889663696287,-9.856294631958008,-8.934727668762207,-9.687603950500488,-0.0909928333325473,-0.0770036805840058,-0.0831802815282867,-0.0855992832754851,-0.0808538523785501,0.0010165347944014,-0.0854215963228088,0.0223585654898718,-0.0231565003884627,0.0031296546581398,-0.00371235941478,-0.0093944121843043,0.0001583372213646,-0.0037427777943825,-3.012387633159654,-3.009959115036457,-3.0083931446770897,-3.0076924159281258,-3.007019637150933,-3.0051325451988946,-3.0039147164290285,2.5516363802656787,3.072147600348171,2.9762722773457133,3.435132970484701,3.176729520118089,3.014552669635832,3.4467715934061367,1.789444598415029,2.3794433052759327,2.216505010114369,1.6926869937834697,2.409772801904058,1.6916943801574642,1.95383223170152,0.5769438971676283,0.5397566059364188,0.4665172490795288,0.4614691195981413,0.5189541888676575,0.4609253788405933,0.5961964730766353,0.1858187202709632,0.0607283927366831,0.0209453548670687,0.0650465194103818,0.0616352707570596,0.3920972811316459,0.0590693148240987,8.91,8.91,8.91,8.91,8.91,8.91,8.91,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.109,0.109,0.109,0.109,0.109,0.109,0.109,1.0
