mission_id,time,real_x,real_y,real_z,vx,vy,vz,ax,ay,az,roll,pitch,yaw,wind_x,wind_y,wind_z,velocity,rain,fog,snow,is_attack
11,1745179475.0581577,0.0,0.0,-5.0,-0.3169721066951751,0.2499664723873138,0.0390634648501873,-0.0843186751008033,-0.0150062274187803,-8.012899398803711,-0.0975366251508445,0.0335426739985847,-2.865958303932299,2.83625938595715,1.593909991709617,0.5324808409099615,9.85,0.13,0.01,0.022,0
11,1745179475.061067,2.0,0.0,-5.0,-0.3169721066951751,0.2499664723873138,0.0390634648501873,-0.0352608673274517,-0.0004602065309882,-7.975026130676269,-0.0943461534327601,0.0330471822935846,-2.865895189605625,3.1604073218614976,1.749657986964717,0.4642523795822602,9.85,0.13,0.01,0.022,0
11,1745179475.065055,5.521189212799072,2.4335005283355717,-2.2358932495117188,-0.3169721066951751,0.2499664723873138,0.0390634648501873,-0.0835192203521728,0.0409121140837669,-7.981540679931641,-0.0943461534327601,0.0330471822935846,-2.865895189605625,3.127026118227172,2.3928847051439783,0.562605873700933,9.85,0.13,0.01,0.022,0
11,1745179475.0672596,5.521189212799072,2.4335005283355717,-2.2358932495117188,-0.3169721066951751,0.2499664723873138,0.0390634648501873,-0.05714563280344,0.0045169196091592,-7.952919006347656,-0.0943461534327601,0.0330471822935846,-2.865895189605625,2.749810989093138,1.7974324788583558,0.5192972746479574,9.85,0.13,0.01,0.022,0
11,1745179475.0694904,5.521189212799072,2.4335005283355717,-2.2358932495117188,-0.3169721066951751,0.2499664723873138,0.0390634648501873,-0.0630792677402496,0.0275807753205299,-7.946620464324951,-0.0943461534327601,0.0330471822935846,-2.865895189605625,3.350216934405643,1.6233524857608843,0.5378971534298086,9.85,0.13,0.01,0.022,0
11,1745179475.0722656,10.0,0.0,-5.0,-0.3372102379798889,0.2359068542718887,0.087599866092205,-0.1460117697715759,0.0238950997591018,-7.975763320922852,-0.0886062856474589,0.0317421033682974,-2.865756787086471,2.6727615021766997,1.9383804323043448,0.5906533421165546,9.85,0.13,0.01,0.022,0
11,1745179475.0753844,12.0,0.0,-5.0,-0.3372102379798889,0.2359068542718887,0.087599866092205,-0.0730686634778976,0.0236454270780086,-7.998363018035889,-0.0886062856474589,0.0317421033682974,-2.865756787086471,3.2706329552051234,1.887169703974839,0.5908518393425671,9.85,0.13,0.01,0.022,0
11,1745179475.0786448,14.0,0.0,-5.0,-0.3372102379798889,0.2359068542718887,0.087599866092205,-0.047494564205408,0.021959763020277,-8.088359832763672,-0.0886062856474589,0.0317421033682974,-2.865756787086471,3.204193878026964,1.569640131500308,0.5227870941161997,9.85,0.13,0.01,0.022,0
11,1745179475.082343,16.0,0.0,-5.0,-0.3372102379798889,0.2359068542718887,0.087599866092205,-0.0651377066969871,-0.0380091294646263,-8.039748191833496,-0.0838285308788101,0.03047734285701,-2.865651100043728,2.6873973440841703,1.8385774632608607,0.5233859532297398,9.85,0.13,0.01,0.022,0
11,1745179475.0867176,21.923692541971768,1.0360796353614132,-5.0,-0.3372102379798889,0.2359068542718887,0.087599866092205,-0.0281106047332286,0.0561791062355041,-8.085078239440918,-0.0838285308788101,0.03047734285701,-2.865651100043728,2.671190967996539,1.892765748506056,0.4751093120926064,9.85,0.13,0.01,0.022,0
11,1745179475.089238,22.736145436885263,2.1817052930319165,-5.0,-0.3372102379798889,0.2359068542718887,0.087599866092205,-0.0645490139722824,-0.0522030219435691,-8.137438774108887,-0.0838285308788101,0.03047734285701,-2.865651100043728,3.223814897238026,2.047045594637569,0.4173660766907538,9.85,0.13,0.01,0.022,0
11,1745179475.091077,22.76064067596227,2.281683268013474,-5.0,-0.3372102379798889,0.2359068542718887,0.087599866092205,-0.0645490139722824,-0.0522030219435691,-8.137438774108887,-0.0790808809111063,0.0291084637918705,-2.8655482743973613,3.336459598367298,1.842689935346995,0.4696505362026321,9.85,0.13,0.01,0.022,0
11,1745179475.0930123,16.0,0.0,-5.0,-0.3372102379798889,0.2359068542718887,0.087599866092205,-0.0350347384810447,0.0164298899471759,-8.017439842224121,-0.0790808809111063,0.0291084637918705,-2.8655482743973613,3.041473397488734,1.5171717924895902,0.5916653389291711,9.85,0.13,0.01,0.022,0
11,1745179475.0960605,14.0,0.0,-5.0,-0.3372102379798889,0.2359068542718887,0.087599866092205,-0.1431823521852493,0.0187692586332559,-8.11440658569336,-0.0790808809111063,0.0291084637918705,-2.8655482743973613,3.37532260571843,1.8833488360784056,0.5642667169636689,9.85,0.13,0.01,0.022,0
11,1745179475.0989213,12.0,0.0,-5.0,-0.3372102379798889,0.2359068542718887,0.087599866092205,-0.0320369377732276,0.0219881292432546,-8.144064903259277,-0.0790808809111063,0.0291084637918705,-2.8655482743973613,2.7394540904769458,1.8268648980386388,0.56274499518866,9.85,0.13,0.01,0.022,0
11,1745179475.155298,10.0,0.0,-5.0,-0.362623393535614,0.2176959067583084,0.1972363740205764,-0.0038439482450485,0.0273922383785247,-8.401365280151367,-0.0486260459365444,0.018942566008099,-2.865077388924776,2.527450549694562,1.5920599850431134,0.5283293135834225,9.85,0.13,0.01,0.022,0
11,1745179475.201282,5.493947982788086,2.485525608062744,-2.2164459228515625,-0.3719711005687713,0.2105571776628494,0.250324934720993,-0.0906989723443985,-0.0347943603992462,-8.503386497497559,-0.0276547036126744,0.0107682104801717,-2.864924686269642,2.623364759532609,2.3638187800047907,0.4091162681805405,9.85,0.13,0.01,0.022,0
11,1745179475.2483227,5.477133750915527,2.50811505317688,-2.1979217529296875,-0.3792230784893036,0.2059176862239837,0.3306232094764709,-0.0644591078162193,-0.0071179289370775,-8.79629135131836,-0.0161962346151918,0.0059126407101234,-2.8649846352840576,3.243646877682902,2.046846703389204,0.5881055660027219,9.85,0.13,0.01,0.022,0
11,1745179475.2948468,5.466720581054688,2.520766019821167,-2.185249328613281,-0.3796883523464203,0.206168994307518,0.3715980350971222,-0.0797474235296249,-0.0637091919779777,-8.817882537841797,-0.0067200973526583,0.0016092854091943,-2.865091903843489,3.1966390157059457,1.6468672164736362,0.4823965429212634,9.85,0.13,0.01,0.022,0
